"Post ID",Survey,"Post Status","Created (UTC)","Updated (UTC)","Post Date (UTC)","Contact ID",Contact,"Data Source ID",Source,"Unstructured Description",Título,Descripción,"Categorías relacionadas","Forma de contacto con el centro"
537,"Servicio público disponible",published,"2020-03-21 18:41:56","2020-03-21 19:39:28","2020-03-21 18:53:28",,,,,,"Pescadería Javier","Comercio de proximidad abierto y a tu servicio. Pescadería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com","Alimentación,Comercio de Proximidad",914761024
538,"Servicio público disponible",published,"2020-03-21 18:42:57","2020-03-21 19:39:49","2020-03-21 18:54:22",,,,,,"Comercio Pollería Sotero","Comercio de proximidad abierto y a tu servicio. Aves y huevos. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com","Alimentación,Comercio de Proximidad",917924756
539,"Servicio público disponible",published,"2020-03-21 18:43:17","2020-03-21 19:39:56","2020-03-21 18:34:10",,,,,,"Garbancita Ecológica (A domicilio)","Cooperativa de productos ecológicos. Comercio de proximidad abierto y a tu servicio. Consultar posible reparto a domicilio. Horario; 
martes  10:00–15:00
miércoles 12:00–18:00
jueves	10:00–14:00, 17:00–19:00
viernes	10:00–14:00, 17:00–19:00
sábado	10:00–14:00
domingo	Cerrado
https://lagarbancitaecologica.org/","Comercio de Proximidad","lacestabasica@lagarbancitaecologica.org: 618 21 48 63"
541,"Servicio público disponible",published,"2020-03-21 18:43:58","2020-03-21 19:40:29","2020-03-21 18:55:23",,,,,,"Carnicería Hnos. Izquierdo","Comercio de proximidad abierto y a tu servicio. Carnicería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com","Alimentación,Comercio de Proximidad",914761117
542,"Servicio público disponible",published,"2020-03-21 18:45:00","2020-03-21 19:40:39","2020-03-21 18:56:25",,,,,,"Fruterías Gómez","Comercio de proximidad abierto y a tu servicio. Frutas y verduras. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com","Alimentación,Comercio de Proximidad",914761020
543,"Servicio público disponible",published,"2020-03-21 18:45:09","2020-03-21 18:47:27","2020-03-21 18:40:02",,,,,,"Mercado Municipal de Puerta Bonita","Comercio de proximidad abierto y a tu servicio. Carnes, embutidos, huevos, pescado, frutas, verduras, pan, ultramarinos. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Si tienes dudas sobre horarios o productos puedes contactar antes de desplazarte. Disponible servicio a domicilio.","Alimentación,Comercio de Proximidad","914 629 811"
544,"Servicio público disponible",published,"2020-03-21 18:46:00","2020-03-21 19:40:53","2020-03-21 18:57:29",,,,,,"Comercio Pollería Daniel","Comercio de proximidad abierto y a tu servicio. Aves y huevos. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com","Alimentación,Comercio de Proximidad",653780613
545,"Servicio público disponible",published,"2020-03-21 18:47:09","2020-03-21 19:41:04","2020-03-21 18:58:38",,,,,,"Ultramarinos Alimentación Pedro","Comercio de proximidad abierto y a tu servicio. Ultramarinos. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com","Alimentación,Comercio de Proximidad",622365273
546,"Servicio público disponible",published,"2020-03-21 18:48:03","2020-03-21 19:41:19","2020-03-21 18:59:33",,,,,,"Carnicería Hnoz. González","Comercio de proximidad abierto y a tu servicio. Carnicería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com","Alimentación,Comercio de Proximidad",657815552
547,"Servicio público disponible",published,"2020-03-21 18:48:50","2020-03-21 21:12:48","2020-03-21 19:00:26",,,,,,"Charcutería Paco","Comercio de proximidad abierto y a tu servicio. Charcutería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com","Alimentación,Comercio de Proximidad",914768703
549,"Servicio público disponible",published,"2020-03-21 18:49:59","2020-03-21 19:41:57","2020-03-21 19:01:15",,,,,,"Comercio Pollería Juan","Comercio de proximidad abierto y a tu servicio. Aves y huevos. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com","Alimentación,Comercio de Proximidad",618637904
550,"Servicio público disponible",published,"2020-03-21 18:50:55","2020-03-21 19:42:12","2020-03-21 19:02:19",,,,,,"Carnicería Pablo","Comercio de proximidad abierto y a tu servicio. Carnicería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com","Alimentación,Comercio de Proximidad",914761057
551,"Servicio público disponible",published,"2020-03-21 18:50:59","2020-03-21 19:42:23","2020-03-21 18:44:16",,,,,,"Tienda Ecológica Semilla Nativa (a domicilio)","Productos ecológicos. Comercio de proximidad abierto y a tu servicio. Consultar posible reparto a domicilio. Horario:
sábado	11:00–15:00
domingo	Cerrado
lunes	10:30–14:30, 17:30–20:30
martes	10:30–14:30, 17:30–20:30
miércoles	10:30–14:30, 17:30–20:30
jueves	10:30–14:30, 17:30–20:30
viernes	10:30–14:30, 17:30–20:30
http://www.semillanativa.com/es/","Comercio de Proximidad",pedidos@semillanativa.com
552,"Servicio público disponible",published,"2020-03-21 18:55:14","2020-03-21 19:42:49","2020-03-21 19:03:19",,,,,,"Pescadería Pescados Goyo","Comercio de proximidad abierto y a tu servicio. Pescadería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com","Alimentación,Comercio de Proximidad",663885043
553,"Servicio público disponible",published,"2020-03-21 18:56:23","2020-03-21 19:43:06","2020-03-21 19:07:47",,,,,,"Carnicería Cecilia y José","Comercio de proximidad abierto y a tu servicio. Carnicería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com","Alimentación,Comercio de Proximidad",915000735
554,"Servicio público disponible",published,"2020-03-21 18:57:14","2020-03-21 19:43:20","2020-03-21 18:51:54",,,,,,"La Colmena  que dice que si ( a domicilio)","Alimentos de cercanía y de calidad directos de los productores. Frutas, verduras, carne, huevos, lácteos, pan, miel, mermeladas. Comercio de proximidad abierto y a tu servicio. Consultar posible reparto a domicilio. Abierto 24 horas
https://lacolmenaquedicesi.es/es/assemblies/8609","Comercio de Proximidad","616 90 72 46"
555,"Servicio público disponible",published,"2020-03-21 18:57:15","2020-03-21 19:44:01","2020-03-21 19:08:46",,,,,,"Ultramarinos Jamonera Ovejero","Comercio de proximidad abierto y a tu servicio. Ultramarinos. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com","Alimentación,Comercio de Proximidad",914761024
556,"Servicio público disponible",published,"2020-03-21 18:58:11","2020-03-21 19:44:18","2020-03-21 19:09:44",,,,,,"Frutas San Juan","Comercio de proximidad abierto y a tu servicio. Frutas y verduras. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com","Alimentación,Comercio de Proximidad",665954986
558,"Servicio público disponible",published,"2020-03-21 19:07:04","2020-03-21 20:08:08","2020-03-21 19:05:04",,,,,,"Bolsa de Profesionales para apoyar a entidades en el sector de la discapacidad","La entidad Plena Inclusión Aragón desea generar una bolsa de profesionales que  puedan apoyar a entidades que trabajan con el ambito de la discapacidad en todas sus manifestaciones para las necesidades que se requieran. Esta bolsa se formará con profesionales en las provincias de Zaragoza, Huesca y Teruel. 
https://www.plenainclusion.org/
Para ello podrás enviar tu cv a: evavelazquez@plenainclusionaragon.com","Atención/Cuidados,Otros","evavelazquez@plenainclusionaragon.com; 686930894"
591,"Servicio público disponible",archived,"2020-03-22 03:35:19","2020-03-22 06:43:38","2020-03-22 03:32:21",,,,,,"Historias de la historia todos los días",www.facebook.com/gozarte,Otros,
606,"Servicio público disponible",published,"2020-03-22 08:43:13","2020-03-22 08:51:36","2020-03-22 08:41:56",,,,,,"Ayuntamiento de Benidorm","El Ayuntamiento de Benidorm ha activado el teléfono gratuito 900 701 322 para las personas que necesiten ayuda a la hora de rellenar los formularios de adhesión a la Red de Ayuda Colectiva frente al coronavirus lanzada desde Alcaldía y con la que se busca canalizar y coordinar la oleada de solidaridad surgida entre la ciudadanía tras decretarse el estado de alarma por la crisis del COVID-19.","Alimentación,Higiene,Atención/Cuidados,Acompañamiento en la calle,Acogida,Salud,Maker (Impresión 3D / Mascarillas),Ayuda Psicológica,Otros,Comercio de Proximidad","900 701 322"
609,"Servicio público disponible",published,"2020-03-22 08:55:19","2020-03-22 09:02:40","2020-03-22 08:51:46",,,,,,"CRUZ ROJA ESPAÑOLA,  CURSO GRATUITO DE COVID-19. CONOCIMIENTOS BÁSICOS DE PREVENCIÓN","Con este material, Cruz Roja Española pretende ofrecer de una forma centralizada, una información básica sobre el COVID-19 que permita a su voluntariado, personal laboral, así como a la propia población en general, disponer de conocimientos suficientes para saber tomar las medidas adecuadas para prevenir la propagación del COVID-19. Toda la información recogida en este curso está obtenida de fuentes fiables como son el Ministerio de Sanidad del Gobierno de España y la Organización Mundial de la Salud. En sus respectivas webs actualizan constantemente toda la información sobre la evolución del COVID-19. Recomendamos visitar las mismas.
https://www.cruzroja.es/cre_web/formacion/materiales/pfcoronavirus/index.html#/","Atención/Cuidados,Salud",https://www.cruzroja.es/cre_web/formacion/materiales/pfcoronavirus/index.html#/
610,"Servicio público disponible",archived,"2020-03-22 08:55:58","2020-03-22 09:03:50","2020-03-22 08:54:22",,,,,,"Verdulería/ Frutería","Verdulería Frutería de 09.00 a 14.00",Alimentación,
618,"Servicio público disponible",published,"2020-03-22 09:36:36","2020-03-22 09:45:27","2020-03-22 09:25:06",,,,,,"Frooty - Supermercado Ecológico","Comercio de proximidad abierto y a tu servicio. Frutas, verduras, lácteos, productos de higiene, de primera necesidad, cereales etc... Se garantiza el suministro de alimentos. Cumpliendo la normativa de la Generalitat de Catalunya se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.frooty.es
626 15 04 76","Alimentación,Higiene,Salud,Comercio de Proximidad","626 15 04 76"
